Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
1,MX-2014-143658,02-10-2014,06-10-2014,Standard Class,SC-20575,Sonia Cooley,OFF-LA-10002782,Office Supplies,Labels,"Hon File Folder Labels, Adjustable",13.08,3,0.0,4.56,1.03,Medium
2,MX-2012-155047,15-10-2012,20-10-2012,Standard Class,KW-16570,Kelly Williams,FUR-FU-10004015,Furniture,Furnishings,"Tenex Clock, Durable",252.16,8,0.0,90.72,13.45,Medium
3,MX-2012-155047,15-10-2012,20-10-2012,Standard Class,KW-16570,Kelly Williams,FUR-BO-10002352,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",193.28,2,0.0,54.08,9.63,Medium
4,MX-2012-155047,15-10-2012,20-10-2012,Standard Class,KW-16570,Kelly Williams,OFF-BI-10004428,Office Supplies,Binders,"Cardinal Binder, Clear",35.44,4,0.0,4.96,1.37,Medium
5,MX-2012-155047,15-10-2012,20-10-2012,Standard Class,KW-16570,Kelly Williams,OFF-AR-10004594,Office Supplies,Art,"Sanford Canvas, Water Color",71.6,2,0.0,11.44,3.79,Medium
6,MX-2012-155047,15-10-2012,20-10-2012,Standard Class,KW-16570,Kelly Williams,OFF-EN-10001375,Office Supplies,Envelopes,"GlobeWeis Mailers, with clear poly window",56.12,2,0.0,21.32,4.72,Medium
7,MX-2013-134096,27-09-2013,01-10-2013,Standard Class,DP-13000,Darren Powers,OFF-EN-10001375,Office Supplies,Envelopes,"GlobeWeis Mailers, with clear poly window",56.12,2,0.0,21.32,4.11,Medium
8,MX-2013-134096,27-09-2013,01-10-2013,Standard Class,DP-13000,Darren Powers,TEC-MA-10004956,Technology,Machines,"Konica Card Printer, Red",344.64,3,0.0,165.42,26.2,Medium
9,MX-2013-134096,27-09-2013,01-10-2013,Standard Class,DP-13000,Darren Powers,OFF-SU-10003474,Office Supplies,Supplies,"Elite Box Cutter, Easy Grip",97.36,4,0.0,19.44,6.86,Medium
10,MX-2013-134096,27-09-2013,01-10-2013,Standard Class,DP-13000,Darren Powers,TEC-AC-10001830,Technology,Accessories,"Enermax Router, Erganomic",341.52,2,0.0,13.64,17.34,Medium
11,MX-2013-134096,27-09-2013,01-10-2013,Standard Class,DP-13000,Darren Powers,OFF-BI-10002075,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",12.06,3,0.0,3.48,1.13,Medium
12,MX-2013-156335,05-03-2013,12-03-2013,Standard Class,TB-21250,Tim Brockman,OFF-FA-10002526,Office Supplies,Fasteners,"Accos Staples, 12 Pack",20.76,3,0.0,9.54,0.65,Medium
13,MX-2013-156335,05-03-2013,12-03-2013,Standard Class,TB-21250,Tim Brockman,FUR-CH-10002846,Furniture,Chairs,"Hon Steel Folding Chair, Black",210.64,4,0.0,50.48,16.07,Medium
14,MX-2014-121923,24-09-2014,01-10-2014,Standard Class,PK-18910,Paul Knutson,OFF-EN-10004100,Office Supplies,Envelopes,"Kraft Mailers, Security-Tint",80.1,3,0.0,37.62,8.86,Low
15,MX-2014-135706,18-10-2014,23-10-2014,Standard Class,JK-15625,Jim Karlsson,OFF-AR-10003914,Office Supplies,Art,"Stanley Canvas, Easy-Erase",132.64,4,0.0,35.76,6.2,Medium
16,MX-2014-135706,18-10-2014,23-10-2014,Standard Class,JK-15625,Jim Karlsson,OFF-FA-10000038,Office Supplies,Fasteners,"Advantus Clamps, Metal",12.94,1,0.0,1.02,0.46,Medium
17,US-2013-126655,26-06-2013,01-07-2013,Standard Class,HE-14800,Harold Engle,OFF-EN-10000761,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window",18.84,2,0.4,-6.6,1.6,Medium
18,US-2013-126655,26-06-2013,01-07-2013,Standard Class,HE-14800,Harold Engle,FUR-FU-10003066,Furniture,Furnishings,"Deflect-O Frame, Duo Pack",308.28,7,0.4,-149.1,27.77,Medium
19,US-2013-126655,26-06-2013,01-07-2013,Standard Class,HE-14800,Harold Engle,OFF-EN-10000075,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint",40.176,2,0.4,-6.064,2.14,Medium
20,US-2013-126655,26-06-2013,01-07-2013,Standard Class,HE-14800,Harold Engle,OFF-EN-10002226,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled",8.784,3,0.4,-4.836,0.38,Medium
21,MX-2013-167759,19-12-2013,25-12-2013,Standard Class,JE-15610,Jim Epp,FUR-CH-10002132,Furniture,Chairs,"Hon Rocking Chair, Black",273.472,4,0.2,95.712,48.17,Low
22,MX-2013-163139,29-10-2013,02-11-2013,Second Class,TB-21055,Ted Butterfield,TEC-AC-10002749,Technology,Accessories,"Enermax Mouse, USB",27.0,1,0.0,5.94,3.9,High
23,MX-2013-163139,29-10-2013,02-11-2013,Second Class,TB-21055,Ted Butterfield,OFF-SU-10000066,Office Supplies,Supplies,"Acme Box Cutter, Serrated",207.0,9,0.0,66.24,37.86,High
24,US-2014-119753,03-10-2014,08-10-2014,Standard Class,DW-13195,David Wiener,OFF-BI-10003934,Office Supplies,Binders,"Acco Binding Machine, Clear",60.66,3,0.4,-20.22,4.0,Medium
25,US-2012-133970,26-09-2012,29-09-2012,First Class,SJ-20215,Sarah Jordon,FUR-FU-10001142,Furniture,Furnishings,"Deflect-O Clock, Black",181.116,9,0.4,-75.564,1.09,Medium
26,MX-2014-120607,18-06-2014,25-06-2014,Standard Class,SP-20650,Stephanie Phelps,TEC-CO-10003541,Technology,Copiers,"HP Copy Machine, Color",326.18632,2,0.002,64.70632,16.78,Medium
27,MX-2014-120607,18-06-2014,25-06-2014,Standard Class,SP-20650,Stephanie Phelps,OFF-ST-10004296,Office Supplies,Storage,"Rogers Box, Single Width",80.0,5,0.0,34.4,5.08,Medium
28,US-2013-167129,24-05-2013,31-05-2013,Standard Class,SC-20050,Sample Company A,OFF-BI-10003709,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",141.288,7,0.4,-73.052,9.47,Medium
29,US-2013-167129,24-05-2013,31-05-2013,Standard Class,SC-20050,Sample Company A,OFF-FA-10003529,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",21.84,4,0.4,-3.28,1.09,Medium
30,US-2013-167129,24-05-2013,31-05-2013,Standard Class,SC-20050,Sample Company A,TEC-PH-10002483,Technology,Phones,"Motorola Office Telephone, with Caller ID",114.816,4,0.4,-49.824,5.92,Medium
31,US-2013-167129,24-05-2013,31-05-2013,Standard Class,SC-20050,Sample Company A,OFF-AR-10002055,Office Supplies,Art,"Binney & Smith Markers, Blue",19.272,2,0.4,2.872,1.84,Medium
32,US-2013-167129,24-05-2013,31-05-2013,Standard Class,SC-20050,Sample Company A,OFF-AP-10000023,Office Supplies,Appliances,"Breville Toaster, Black",152.28,5,0.4,-99.02,16.25,Medium
33,US-2013-167129,24-05-2013,31-05-2013,Standard Class,SC-20050,Sample Company A,TEC-CO-10004904,Technology,Copiers,"Sharp Fax Machine, Digital",941.77824,8,0.402,-601.74176,80.28,Medium
34,US-2013-167129,24-05-2013,31-05-2013,Standard Class,SC-20050,Sample Company A,OFF-AR-10000404,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",10.416,1,0.4,-0.704,0.93,Medium
35,MX-2014-100727,15-05-2014,18-05-2014,First Class,DM-13525,Don Miller,OFF-SU-10004480,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",300.72,14,0.0,129.08,21.22,High
36,MX-2014-100727,15-05-2014,18-05-2014,First Class,DM-13525,Don Miller,OFF-SU-10003162,Office Supplies,Supplies,"Acme Letter Opener, Steel",138.18,7,0.0,53.76,19.54,High
37,MX-2014-100727,15-05-2014,18-05-2014,First Class,DM-13525,Don Miller,OFF-SU-10002521,Office Supplies,Supplies,"Kleencut Box Cutter, Steel",90.8,4,0.0,31.76,21.76,High
38,MX-2014-154739,04-07-2014,07-07-2014,Second Class,SC-20440,Shaun Chance,FUR-TA-10004531,Furniture,Tables,"Chromcraft Coffee Table, Rectangular",529.32,3,0.0,264.66,94.28,High
39,MX-2014-154739,04-07-2014,07-07-2014,Second Class,SC-20440,Shaun Chance,FUR-BO-10002679,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",333.6,4,0.0,106.72,45.85,High
40,MX-2014-154739,04-07-2014,07-07-2014,Second Class,SC-20440,Shaun Chance,OFF-FA-10004587,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack",42.72,4,0.0,0.4,6.97,High
41,MX-2014-121398,09-12-2014,11-12-2014,Second Class,AR-10825,Anthony Rawles,OFF-SU-10001132,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",62.4,3,0.2,8.58,15.74,Critical
42,MX-2013-121839,17-06-2013,21-06-2013,Second Class,RW-19690,Robert Waldorf,TEC-PH-10001288,Technology,Phones,"Motorola Speaker Phone, with Caller ID",346.08,4,0.0,155.68,33.64,High
